Index,Number,Type
3048,817520,Even
3049,373390,Even
3050,392251,Odd
3051,831392,Even
3052,10771,Odd
3053,355605,Odd
3054,102409,Odd
3055,278172,Even
3056,241204,Even
3057,71992,Even
3058,755819,Odd
3059,537692,Even
3060,355720,Even
3061,299966,Even
3062,492237,Odd
3063,515871,Odd
3064,419388,Even
3065,872737,Odd
3066,892561,Odd
3067,493133,Odd
3068,523055,Odd
3069,502760,Even
3070,732222,Even
3071,529111,Odd
3072,426434,Even
3073,536917,Odd
3074,842414,Even
3075,884031,Odd
3076,869304,Even
3077,987755,Odd
3078,391812,Even
3079,660700,Even
3080,4212,Even
3081,700396,Even
3082,246726,Even
3083,46054,Even
3084,323249,Odd
3085,363205,Odd
3086,157351,Odd
3087,82622,Even
3088,625424,Even
3089,360623,Odd
3090,145743,Odd
3091,483345,Odd
3092,480797,Odd
3093,553062,Even
3094,159104,Even
3095,384148,Even
3096,919586,Even
3097,891767,Odd
3098,85513,Odd
3099,625312,Even
3100,152899,Odd
3101,729981,Odd
3102,62702,Even
3103,187438,Even
3104,100843,Odd
3105,851292,Even
3106,655738,Even
3107,552439,Odd
3108,242968,Even
3109,700330,Even
3110,306313,Odd
3111,404860,Even
3112,942335,Odd
3113,808363,Odd
3114,321710,Even
3115,586910,Even
3116,454640,Even
3117,818122,Even
3118,162383,Odd
3119,17923,Odd
3120,399158,Even
3121,258656,Even
3122,31943,Odd
3123,779842,Even
3124,576622,Even
3125,681988,Even
3126,239942,Even
3127,52196,Even
3128,9139,Odd
3129,779130,Even
3130,703263,Odd
3131,578416,Even
3132,78701,Odd
3133,458263,Odd
3134,129321,Odd
3135,619694,Even
3136,122110,Even
3137,232529,Odd
3138,323196,Even
3139,953510,Even
3140,988416,Even
3141,224331,Odd
3142,598636,Even
3143,959105,Odd
3144,515551,Odd
3145,576469,Odd
3146,317491,Odd
3147,505435,Odd
3148,401399,Odd
3149,946391,Odd
3150,443344,Even
3151,587797,Odd
3152,510436,Even
3153,514601,Odd
3154,895778,Even
3155,246688,Even
3156,608206,Even
3157,829761,Odd
3158,782221,Odd
3159,569691,Odd
3160,577768,Even
3161,565716,Even
3162,565651,Odd
3163,683753,Odd
3164,499834,Even
3165,670957,Odd
3166,689683,Odd
3167,412868,Even
3168,505893,Odd
3169,986593,Odd
3170,405917,Odd
3171,259406,Even
3172,519361,Odd
3173,783646,Even
3174,75162,Even
3175,896489,Odd
3176,119873,Odd
3177,240132,Even
3178,712756,Even
3179,571666,Even
3180,573309,Odd
3181,174397,Odd
3182,570341,Odd
3183,672053,Odd
3184,166450,Even
3185,715961,Odd
3186,625272,Even
3187,974264,Even
3188,118952,Even
3189,152009,Odd
3190,154006,Even
3191,811079,Odd
3192,620626,Even
3193,584226,Even
3194,29581,Odd
3195,587150,Even
3196,643507,Odd
3197,574359,Odd
3198,748022,Even
3199,128096,Even
3200,722047,Odd
3201,269816,Even
3202,212285,Odd
3203,33385,Odd
3204,605684,Even
3205,331679,Odd
3206,741323,Odd
3207,566963,Odd
3208,547747,Odd
3209,954146,Even
3210,973616,Even
3211,49241,Odd
3212,400981,Odd
3213,749601,Odd
3214,498872,Even
3215,713429,Odd
3216,7954,Even
3217,639615,Odd
3218,827268,Even
3219,792201,Odd
3220,631284,Even
3221,115690,Even
3222,414608,Even
3223,536750,Even
3224,886963,Odd
3225,316632,Even
3226,678979,Odd
3227,745904,Even
3228,394550,Even
3229,275611,Odd
3230,6018,Even
3231,273148,Even
3232,223612,Even
3233,551850,Even
3234,508139,Odd
3235,680994,Even
3236,133076,Even
3237,379280,Even
3238,327198,Even
3239,636577,Odd
3240,693300,Even
3241,134436,Even
3242,696552,Even
3243,577001,Odd
3244,614482,Even
3245,4750,Even
3246,264122,Even
3247,986952,Even
3248,566367,Odd
3249,171298,Even
3250,911854,Even
3251,247779,Odd
3252,239007,Odd
3253,395563,Odd
3254,93446,Even
3255,640474,Even
3256,27820,Even
3257,171960,Even
3258,392394,Even
3259,335855,Odd
3260,747102,Even
3261,381267,Odd
3262,811811,Odd
3263,686222,Even
3264,415197,Odd
3265,371477,Odd
3266,650626,Even
3267,766970,Even
3268,439117,Odd
3269,177458,Even
3270,723485,Odd
3271,518197,Odd
3272,806407,Odd
3273,482420,Even
3274,262151,Odd
3275,501231,Odd
3276,265860,Even
3277,131309,Odd
3278,600439,Odd
3279,192229,Odd
3280,798230,Even
3281,854051,Odd
3282,39850,Even
3283,899795,Odd
3284,8031,Odd
3285,382946,Even
3286,914507,Odd
3287,944597,Odd
3288,113409,Odd
3289,903799,Odd
3290,246493,Odd
3291,958091,Odd
3292,173296,Even
3293,48459,Odd
3294,756448,Even
3295,408036,Even
3296,55770,Even
3297,278967,Odd
3298,835188,Even
3299,873280,Even
3300,340592,Even
3301,462890,Even
3302,851648,Even
3303,993644,Even
3304,460827,Odd
3305,376223,Odd
3306,796947,Odd
3307,477783,Odd
3308,952390,Even
3309,391577,Odd
3310,989625,Odd
3311,239976,Even
3312,666653,Odd
3313,206337,Odd
3314,363146,Even
3315,692040,Even
3316,267630,Even
3317,43659,Odd
3318,447705,Odd
3319,294111,Odd
3320,982578,Even
3321,703163,Odd
3322,905514,Even
3323,503385,Odd
3324,450985,Odd
3325,42943,Odd
3326,489377,Odd
3327,614156,Even
3328,281766,Even
3329,396553,Odd
3330,754526,Even
3331,687839,Odd
3332,862389,Odd
3333,747901,Odd
3334,234885,Odd
3335,280384,Even
3336,311570,Even
3337,65573,Odd
3338,77290,Even
3339,297877,Odd
3340,107416,Even
3341,68110,Even
3342,240781,Odd
3343,760810,Even
3344,559265,Odd
3345,252210,Even
3346,842954,Even
3347,857665,Odd
3348,189656,Even
3349,314657,Odd
3350,556524,Even
3351,713275,Odd
3352,667187,Odd
3353,697089,Odd
3354,997326,Even
3355,693551,Odd
3356,589063,Odd
3357,56886,Even
3358,741522,Even
3359,953412,Even
3360,917524,Even
3361,502572,Even
3362,205351,Odd
3363,260331,Odd
3364,702612,Even
3365,963035,Odd
3366,743446,Even
3367,386461,Odd
3368,485221,Odd
3369,916018,Even
3370,789020,Even
3371,897856,Even
3372,246138,Even
3373,357260,Even
3374,241619,Odd
3375,236790,Even
3376,66071,Odd
3377,359419,Odd
3378,930455,Odd
3379,741903,Odd
3380,722609,Odd
3381,572462,Even
3382,200237,Odd
3383,881441,Odd
3384,504775,Odd
3385,86391,Odd
3386,759206,Even
3387,187569,Odd
3388,999990,Even
3389,910520,Even
3390,609811,Odd
3391,21354,Even
3392,959161,Odd
3393,902143,Odd
3394,330911,Odd
3395,106152,Even
3396,241000,Even
3397,531928,Even
3398,735105,Odd
3399,448821,Odd
3400,940543,Odd
3401,224151,Odd
3402,842361,Odd
3403,53587,Odd
3404,347735,Odd
3405,717599,Odd
3406,122097,Odd
3407,735136,Even
3408,596518,Even
3409,611521,Odd
3410,478135,Odd
3411,190521,Odd
3412,430266,Even
3413,395867,Odd
3414,621190,Even
3415,74991,Odd
3416,439193,Odd
3417,957457,Odd
3418,339055,Odd
3419,748723,Odd
3420,665093,Odd
3421,34973,Odd
3422,802840,Even
3423,297549,Odd
3424,265100,Even
3425,887099,Odd
3426,550552,Even
3427,918019,Odd
3428,219969,Odd
3429,164058,Even
3430,759589,Odd
3431,797173,Odd
3432,325995,Odd
3433,841620,Even
3434,945497,Odd
3435,560314,Even
3436,48812,Even
3437,334524,Even
3438,316713,Odd
3439,762852,Even
3440,329779,Odd
3441,891621,Odd
3442,276377,Odd
3443,242618,Even
3444,638969,Odd
3445,409994,Even
3446,815257,Odd
3447,36042,Even
3448,256300,Even
3449,12217,Odd
3450,534522,Even
3451,125198,Even
3452,925338,Even
3453,843121,Odd
3454,638825,Odd
3455,213581,Odd
3456,999021,Odd
3457,262519,Odd
3458,400787,Odd
3459,994748,Even
3460,732660,Even
3461,725518,Even
3462,840319,Odd
3463,645552,Even
3464,363155,Odd
3465,471301,Odd
3466,611155,Odd
3467,475633,Odd
3468,957121,Odd
3469,177665,Odd
3470,663420,Even
3471,791200,Even
3472,772850,Even
3473,346016,Even
3474,715893,Odd
3475,454280,Even
3476,216754,Even
3477,902832,Even
3478,156519,Odd
3479,109508,Even
3480,701829,Odd
3481,389531,Odd
3482,151051,Odd
3483,391953,Odd
3484,979476,Even
3485,619326,Even
3486,781215,Odd
3487,830121,Odd
3488,705067,Odd
3489,2518,Even
3490,162691,Odd
3491,983413,Odd
3492,604629,Odd
3493,836003,Odd
3494,562081,Odd
3495,336587,Odd
3496,674147,Odd
3497,853877,Odd
3498,885664,Even
3499,145611,Odd
3500,335295,Odd
3501,405392,Even
3502,541538,Even
3503,418027,Odd
3504,413445,Odd
3505,874182,Even
3506,58103,Odd
3507,663606,Even
3508,275920,Even
3509,567408,Even
3510,474635,Odd
3511,269581,Odd
3512,99877,Odd
3513,724175,Odd
3514,215161,Odd
3515,625167,Odd
3516,222076,Even
3517,498458,Even
3518,597879,Odd
3519,751971,Odd
3520,783689,Odd
3521,492058,Even
3522,448520,Even
3523,323781,Odd
3524,585815,Odd
3525,779584,Even
3526,627751,Odd
3527,889115,Odd
3528,914586,Even
3529,413599,Odd
3530,944186,Even
3531,961011,Odd
3532,243638,Even
3533,571814,Even
3534,380113,Odd
3535,767128,Even
3536,169609,Odd
3537,971866,Even
3538,476329,Odd
3539,649586,Even
3540,621116,Even
3541,505025,Odd
3542,176381,Odd
3543,679956,Even
3544,967660,Even
3545,20685,Odd
3546,47810,Even
3547,756397,Odd
3548,621923,Odd
3549,751444,Even
3550,103397,Odd
3551,750774,Even
3552,864766,Even
3553,48254,Even
3554,907050,Even
3555,166948,Even
3556,351802,Even
3557,214838,Even
3558,828197,Odd
3559,691061,Odd
3560,723400,Even
3561,461533,Odd
3562,218140,Even
3563,680249,Odd
3564,423497,Odd
3565,734181,Odd
3566,92142,Even
3567,481494,Even
3568,820458,Even
3569,315485,Odd
3570,934531,Odd
3571,647453,Odd
3572,356258,Even
3573,31392,Even
3574,200723,Odd
3575,213667,Odd
3576,468362,Even
3577,596338,Even
3578,305086,Even
3579,144353,Odd
3580,672505,Odd
3581,876601,Odd
3582,739616,Even
3583,134521,Odd
3584,184260,Even
3585,977159,Odd
3586,623721,Odd
3587,541511,Odd
3588,49138,Even
3589,363179,Odd
3590,263986,Even
3591,127430,Even
3592,900106,Even
3593,878470,Even
3594,695704,Even
3595,346538,Even
3596,792937,Odd
3597,843119,Odd
3598,956503,Odd
3599,298587,Odd
3600,613273,Odd
3601,277885,Odd
3602,140761,Odd
3603,254448,Even
3604,135188,Even
3605,60885,Odd
3606,170466,Even
3607,467978,Even
3608,191128,Even
3609,942388,Even
3610,119295,Odd
3611,9230,Even
3612,806182,Even
3613,789847,Odd
3614,336194,Even
3615,813401,Odd
3616,899629,Odd
3617,100846,Even
3618,729880,Even
3619,434878,Even
3620,264561,Odd
3621,318820,Even
3622,758234,Even
3623,935564,Even
3624,525800,Even
3625,125275,Odd
3626,234248,Even
3627,467394,Even
3628,437090,Even
3629,132996,Even
3630,155983,Odd
3631,592197,Odd
3632,246315,Odd
3633,358855,Odd
3634,49965,Odd
3635,714904,Even
3636,937058,Even
3637,890598,Even
3638,664350,Even
3639,758324,Even
3640,836250,Even
3641,636145,Odd
3642,214347,Odd
3643,234705,Odd
3644,345845,Odd
3645,137642,Even
3646,281587,Odd
3647,173569,Odd
3648,767947,Odd
3649,447403,Odd
3650,220890,Even
3651,157430,Even
3652,306196,Even
3653,473555,Odd
3654,246556,Even
3655,130665,Odd
3656,382289,Odd
3657,672268,Even
3658,809635,Odd
3659,367730,Even
3660,460922,Even
3661,888454,Even
3662,91161,Odd
3663,903590,Even
3664,260287,Odd
3665,585290,Even
3666,756019,Odd
3667,255954,Even
3668,144849,Odd
3669,892508,Even
3670,906389,Odd
3671,493606,Even
3672,224721,Odd
3673,984471,Odd
3674,724563,Odd
3675,646488,Even
3676,40676,Even
3677,219185,Odd
3678,282017,Odd
3679,604611,Odd
3680,526196,Even
3681,418120,Even
3682,480114,Even
3683,577591,Odd
3684,659395,Odd
3685,220205,Odd
3686,847601,Odd
3687,518035,Odd
3688,887191,Odd
3689,530881,Odd
3690,622514,Even
3691,72624,Even
3692,648262,Even
3693,330156,Even
3694,517469,Odd
3695,51543,Odd
3696,370680,Even
3697,751147,Odd
3698,743102,Even
3699,455279,Odd
3700,431590,Even
3701,497594,Even
3702,843705,Odd
3703,882933,Odd
3704,424883,Odd
3705,729881,Odd
3706,564155,Odd
3707,546360,Even
3708,324169,Odd
3709,848910,Even
3710,550002,Even
3711,796498,Even
3712,358023,Odd
3713,676198,Even
3714,507438,Even
3715,302583,Odd
3716,228169,Odd
3717,892517,Odd
3718,918743,Odd
3719,917900,Even
3720,46769,Odd
3721,106174,Even
3722,672917,Odd
3723,242609,Odd
3724,828907,Odd
3725,375516,Even
3726,955734,Even
3727,721893,Odd
3728,213783,Odd
3729,187139,Odd
3730,698009,Odd
3731,591256,Even
3732,729190,Even
3733,567942,Even
3734,375316,Even
3735,978622,Even
3736,143320,Even
3737,784781,Odd
3738,584306,Even
3739,601951,Odd
3740,134395,Odd
3741,19292,Even
3742,734061,Odd
3743,293137,Odd
3744,17549,Odd
3745,675114,Even
3746,985471,Odd
3747,853437,Odd
3748,609204,Even
3749,477444,Even
3750,563791,Odd
3751,161774,Even
3752,730243,Odd
3753,616766,Even
3754,246946,Even
3755,476776,Even
3756,722458,Even
3757,574485,Odd
3758,356267,Odd
3759,100828,Even
3760,228808,Even
3761,215112,Even
3762,256642,Even
3763,582778,Even
3764,827579,Odd
3765,502623,Odd
3766,617439,Odd
3767,601468,Even
3768,520417,Odd
3769,204146,Even
3770,102874,Even
3771,94383,Odd
3772,356187,Odd
3773,895788,Even
3774,900835,Odd
3775,429764,Even
3776,8434,Even
3777,193834,Even
3778,84135,Odd
3779,863515,Odd
3780,226952,Even
3781,103627,Odd
3782,178267,Odd
3783,597486,Even
3784,182550,Even
3785,382615,Odd
3786,875951,Odd
3787,794576,Even
3788,664222,Even
3789,592646,Even
3790,399858,Even
3791,489403,Odd
3792,80741,Odd
3793,124332,Even
3794,649100,Even
3795,143480,Even
3796,430882,Even
3797,715446,Even
3798,387506,Even
3799,962471,Odd
3800,279049,Odd
3801,785064,Even
3802,821443,Odd
3803,662097,Odd
3804,821839,Odd
3805,240955,Odd
3806,932370,Even
3807,668011,Odd
3808,585218,Even
3809,105991,Odd
3810,963809,Odd
3811,962655,Odd
3812,46804,Even
3813,94140,Even
3814,506672,Even
3815,550747,Odd
3816,331857,Odd
3817,899742,Even
3818,772046,Even
3819,449007,Odd
3820,202559,Odd
3821,711589,Odd
3822,204907,Odd
3823,625806,Even
3824,754400,Even
3825,555276,Even
3826,543802,Even
3827,875072,Even
3828,677090,Even
3829,796515,Odd
3830,368076,Even
3831,710699,Odd
3832,280696,Even
3833,870819,Odd
3834,74912,Even
3835,51173,Odd
3836,995528,Even
3837,249179,Odd
3838,994743,Odd
3839,292936,Even
3840,536185,Odd
3841,577142,Even
3842,599854,Even
3843,331805,Odd
3844,756852,Even
3845,676008,Even
3846,486957,Odd
3847,960498,Even
3848,296941,Odd
3849,564844,Even
3850,90391,Odd
3851,266920,Even
3852,843871,Odd
3853,924086,Even
3854,160432,Even
3855,302917,Odd
3856,955514,Even
3857,698576,Even
3858,160754,Even
3859,223893,Odd
3860,241562,Even
3861,40528,Even
3862,193403,Odd
3863,59807,Odd
3864,77148,Even
3865,73040,Even
3866,333106,Even
3867,944408,Even
3868,444109,Odd
3869,960243,Odd
3870,520675,Odd
3871,402202,Even
3872,719007,Odd
3873,811623,Odd
3874,742798,Even
3875,546284,Even
3876,675458,Even
3877,399703,Odd
3878,962123,Odd
3879,447918,Even
3880,445358,Even
3881,445506,Even
3882,569193,Odd
3883,620661,Odd
3884,920084,Even
3885,611032,Even
3886,312355,Odd
3887,977441,Odd
3888,75419,Odd
3889,435581,Odd
3890,74319,Odd
3891,409518,Even
3892,149461,Odd
3893,963575,Odd
3894,969335,Odd
3895,817253,Odd
3896,29007,Odd
3897,69108,Even
3898,748238,Even
3899,680083,Odd
3900,37067,Odd
3901,192326,Even
3902,30250,Even
3903,694766,Even
3904,739651,Odd
3905,472736,Even
3906,742768,Even
3907,636385,Odd
3908,264156,Even
3909,101239,Odd
3910,900986,Even
3911,434843,Odd
3912,586283,Odd
3913,163810,Even
3914,661355,Odd
3915,935135,Odd
3916,249769,Odd
3917,18088,Even
3918,681710,Even
3919,457798,Even
3920,747633,Odd
3921,846290,Even
3922,777798,Even
3923,924838,Even
3924,844060,Even
3925,498089,Odd
3926,795221,Odd
3927,691535,Odd
3928,858901,Odd
3929,649885,Odd
3930,272529,Odd
3931,712384,Even
3932,364129,Odd
3933,413399,Odd
3934,758238,Even
3935,795665,Odd
3936,183867,Odd
3937,872703,Odd
3938,114297,Odd
3939,379668,Even
3940,935596,Even
3941,602969,Odd
3942,740984,Even
3943,700229,Odd
3944,428218,Even
3945,891356,Even
3946,198844,Even
3947,80088,Even
3948,41369,Odd
3949,343212,Even
3950,136881,Odd
3951,376297,Odd
3952,513515,Odd
3953,191016,Even
3954,509674,Even
3955,381433,Odd
3956,422855,Odd
3957,503315,Odd
3958,815278,Even
3959,429724,Even
3960,662671,Odd
3961,735929,Odd
3962,177652,Even
3963,513388,Even
3964,900506,Even
3965,769378,Even
3966,648047,Odd
3967,125488,Even
3968,47088,Even
3969,21467,Odd
3970,276048,Even
3971,969376,Even
3972,394251,Odd
3973,738979,Odd
3974,592957,Odd
3975,24676,Even
3976,574275,Odd
3977,327316,Even
3978,579020,Even
3979,773615,Odd
3980,727027,Odd
3981,189051,Odd
3982,737534,Even
3983,792028,Even
3984,986481,Odd
3985,634642,Even
3986,184208,Even
3987,514240,Even
3988,354031,Odd
3989,638874,Even
3990,297942,Even
3991,390565,Odd
3992,574823,Odd
3993,85834,Even
3994,856145,Odd
3995,749865,Odd
3996,976618,Even
3997,354840,Even
3998,51930,Even
3999,421477,Odd
4000,755033,Odd
4001,499613,Odd
4002,726069,Odd
4003,87060,Even
4004,408763,Odd
4005,187563,Odd
4006,364627,Odd
4007,818168,Even
4008,141425,Odd
4009,561699,Odd
4010,476838,Even
4011,638911,Odd
4012,775106,Even
4013,790377,Odd
4014,834498,Even
4015,230480,Even
4016,58186,Even
4017,802812,Even
4018,42416,Even
4019,850494,Even
4020,721437,Odd
4021,977867,Odd
4022,143805,Odd
4023,703842,Even
4024,45888,Even
4025,932203,Odd
4026,381891,Odd
4027,981441,Odd
4028,970454,Even
4029,637995,Odd
4030,658821,Odd
4031,567711,Odd
4032,799926,Even
4033,265100,Even
4034,262154,Even
4035,25230,Even
4036,137418,Even
4037,159856,Even
4038,848701,Odd
4039,745164,Even
4040,995555,Odd
4041,121407,Odd
4042,948319,Odd
4043,851645,Odd
4044,213680,Even
4045,529749,Odd
4046,436051,Odd
4047,658251,Odd
4048,93171,Odd
4049,41437,Odd
4050,973553,Odd
4051,575040,Even
4052,164805,Odd
4053,953253,Odd
4054,382882,Even
4055,302466,Even
4056,620286,Even
4057,314412,Even
4058,652765,Odd
4059,971789,Odd
4060,883273,Odd
4061,97647,Odd
4062,945005,Odd
4063,39008,Even
4064,99330,Even
4065,404654,Even
4066,427732,Even
4067,868111,Odd
4068,856852,Even
4069,964351,Odd
4070,33528,Even
4071,232676,Even
4072,669505,Odd
4073,166864,Even
4074,296623,Odd
4075,106275,Odd
4076,905526,Even
4077,191221,Odd
4078,237527,Odd
4079,733509,Odd
4080,305696,Even
4081,49198,Even
4082,517359,Odd
4083,161672,Even
4084,332455,Odd
4085,248711,Odd
4086,711160,Even
4087,185338,Even
4088,546184,Even
4089,382531,Odd
4090,916438,Even
4091,388314,Even
4092,534597,Odd
4093,442226,Even
4094,13759,Odd
4095,502644,Even
4096,887740,Even
4097,364965,Odd
4098,162927,Odd
4099,737267,Odd
4100,287548,Even
4101,881573,Odd
4102,646871,Odd
4103,379448,Even
4104,581233,Odd
4105,637693,Odd
4106,824580,Even
4107,1362,Even
4108,355261,Odd
4109,581054,Even
4110,177110,Even
4111,504628,Even
4112,211744,Even
4113,743648,Even
4114,994984,Even
4115,410815,Odd
4116,669293,Odd
4117,96529,Odd
4118,2117,Odd
4119,75695,Odd
4120,660870,Even
4121,933001,Odd
4122,480986,Even
4123,258985,Odd
4124,127187,Odd
4125,96250,Even
4126,947035,Odd
4127,15493,Odd
4128,835858,Even
4129,569688,Even
4130,678181,Odd
4131,176383,Odd
4132,628675,Odd
4133,510206,Even
4134,774142,Even
4135,772127,Odd
4136,580063,Odd
4137,80850,Even
4138,608259,Odd
4139,368776,Even
4140,272792,Even
4141,300790,Even
4142,638012,Even
4143,996962,Even
4144,619620,Even
4145,560289,Odd
4146,60081,Odd
4147,168001,Odd
4148,718110,Even
4149,74451,Odd
4150,984170,Even
4151,213551,Odd
4152,160132,Even
4153,728350,Even
4154,256835,Odd
4155,694065,Odd
4156,903636,Even
4157,882113,Odd
4158,663933,Odd
4159,388462,Even
4160,431954,Even
4161,839651,Odd
4162,351852,Even
4163,753963,Odd
4164,925677,Odd
4165,45677,Odd
4166,253039,Odd
4167,882133,Odd
4168,565900,Even
4169,761977,Odd
4170,705464,Even
4171,216478,Even
4172,820153,Odd
4173,166121,Odd
4174,347104,Even
4175,448518,Even
4176,614807,Odd
4177,507352,Even
4178,825453,Odd
4179,138843,Odd
4180,330082,Even
4181,593280,Even
4182,74139,Odd
4183,443054,Even
4184,765443,Odd
4185,465266,Even
4186,418462,Even
4187,278762,Even
4188,526044,Even
4189,586324,Even
4190,708775,Odd
4191,839345,Odd
4192,905278,Even
4193,541047,Odd
4194,286452,Even
4195,68370,Even
4196,467202,Even
4197,19621,Odd
4198,568699,Odd
4199,691988,Even
4200,757166,Even
4201,904807,Odd
4202,972233,Odd
4203,822776,Even
4204,245144,Even
4205,588308,Even
4206,851666,Even
4207,557566,Even
4208,891277,Odd
4209,287331,Odd
4210,956983,Odd
4211,119177,Odd
4212,195431,Odd
4213,497695,Odd
4214,653787,Odd
4215,158694,Even
4216,595526,Even
4217,972804,Even
4218,116645,Odd
4219,946391,Odd
4220,472583,Odd
4221,665678,Even
4222,982174,Even
4223,730042,Even
4224,868876,Even
4225,506648,Even
4226,993887,Odd
4227,513274,Even
4228,29635,Odd
4229,615377,Odd
4230,87314,Even
4231,265021,Odd
4232,974890,Even
4233,66273,Odd
4234,311375,Odd
4235,90145,Odd
4236,543841,Odd
4237,214425,Odd
4238,426037,Odd
4239,863978,Even
4240,594243,Odd
4241,12133,Odd
4242,577949,Odd
4243,862506,Even
4244,630897,Odd
4245,311085,Odd
4246,432721,Odd
4247,425152,Even
4248,977497,Odd
4249,561808,Even
4250,693367,Odd
4251,847158,Even
4252,708422,Even
4253,318058,Even
4254,255156,Even
4255,590555,Odd
4256,427457,Odd
4257,944728,Even
4258,580331,Odd
4259,538904,Even
4260,847072,Even
4261,810174,Even
4262,252243,Odd
4263,836189,Odd
4264,239766,Even
4265,744137,Odd
4266,76753,Odd
4267,883953,Odd
4268,735590,Even
4269,446889,Odd
4270,212234,Even
4271,792932,Even
4272,323103,Odd
4273,592587,Odd
4274,88677,Odd
4275,790864,Even
4276,919556,Even
4277,665724,Even
4278,597306,Even
4279,920736,Even
4280,555509,Odd
4281,860233,Odd
4282,491006,Even
4283,722134,Even
4284,968048,Even
4285,933781,Odd
4286,391883,Odd
4287,687573,Odd
4288,445789,Odd
4289,635777,Odd
4290,846443,Odd
4291,689956,Even
4292,499178,Even
4293,823302,Even
4294,663915,Odd
4295,919339,Odd
4296,271656,Even
4297,675302,Even
4298,104723,Odd
4299,403235,Odd
4300,420350,Even
4301,888575,Odd
4302,533115,Odd
4303,676234,Even
4304,154888,Even
4305,840656,Even
4306,176070,Even
4307,634325,Odd
4308,357438,Even
4309,358477,Odd
4310,44479,Odd
4311,877372,Even
4312,738363,Odd
4313,748254,Even
4314,274762,Even
4315,294994,Even
4316,641256,Even
4317,832472,Even
4318,734584,Even
4319,851211,Odd
4320,500681,Odd
4321,898322,Even
4322,355837,Odd
4323,585513,Odd
4324,662548,Even
4325,742296,Even
4326,602510,Even
4327,392864,Even
4328,427657,Odd
4329,487257,Odd
4330,49448,Even
4331,121592,Even
4332,590367,Odd
4333,227323,Odd
4334,473232,Even
4335,341567,Odd
4336,554050,Even
4337,956735,Odd
4338,545153,Odd
4339,718472,Even
4340,221406,Even
4341,544553,Odd
4342,62046,Even
4343,44112,Even
4344,344945,Odd
4345,857710,Even
4346,211875,Odd
4347,475403,Odd
4348,627218,Even
4349,605141,Odd
4350,589252,Even
4351,837346,Even
4352,447565,Odd
4353,747121,Odd
4354,560151,Odd
4355,468784,Even
4356,278326,Even
4357,583347,Odd
4358,589274,Even
4359,217316,Even
4360,312571,Odd
4361,38339,Odd
4362,565178,Even
4363,927016,Even
4364,496453,Odd
4365,472426,Even
4366,738418,Even
4367,810566,Even
4368,512731,Odd
4369,858264,Even
4370,834163,Odd
4371,202889,Odd
4372,632686,Even
4373,963843,Odd
4374,77232,Even
4375,291151,Odd
4376,49229,Odd
4377,600603,Odd
4378,907210,Even
4379,943232,Even
4380,798265,Odd
4381,128452,Even
4382,772511,Odd
4383,143661,Odd
4384,683196,Even
4385,778816,Even
4386,185508,Even
4387,613679,Odd
4388,522912,Even
4389,640787,Odd
4390,56234,Even
4391,937528,Even
4392,601314,Even
4393,26376,Even
4394,253235,Odd
4395,956779,Odd
4396,737250,Even
4397,927125,Odd
4398,692876,Even
4399,533178,Even
4400,12855,Odd
4401,394926,Even
4402,936246,Even
4403,287402,Even
4404,426278,Even
4405,102607,Odd
4406,643355,Odd
4407,408775,Odd
4408,953255,Odd
4409,598021,Odd
4410,146924,Even
4411,283449,Odd
4412,821778,Even
4413,119963,Odd
4414,813624,Even
4415,729845,Odd
4416,139177,Odd
4417,264525,Odd
4418,334275,Odd
4419,968010,Even
4420,968563,Odd
4421,263233,Odd
4422,621731,Odd
4423,87982,Even
4424,829452,Even
4425,358497,Odd
4426,158966,Even
4427,969930,Even
4428,711900,Even
4429,800558,Even
4430,854358,Even
4431,3038,Even
4432,53283,Odd
4433,508864,Even
4434,598315,Odd
4435,633862,Even
4436,231738,Even
4437,828754,Even
4438,612579,Odd
4439,593614,Even
4440,750304,Even
4441,106683,Odd
4442,51027,Odd
4443,858375,Odd
4444,717599,Odd
4445,228110,Even
4446,519385,Odd
4447,54217,Odd
4448,2558,Even
4449,264995,Odd
4450,994477,Odd
4451,790846,Even
4452,117600,Even
4453,986497,Odd
4454,157014,Even
4455,788163,Odd
4456,787661,Odd
4457,726962,Even
4458,721478,Even
4459,409502,Even
4460,111901,Odd
4461,496465,Odd
4462,637104,Even
4463,362143,Odd
4464,33914,Even
4465,459914,Even
4466,451950,Even
4467,958359,Odd
4468,109371,Odd
4469,730640,Even
4470,249270,Even
4471,179679,Odd
4472,834885,Odd
4473,414362,Even
4474,909881,Odd
4475,868691,Odd
4476,279229,Odd
4477,16665,Odd
4478,539466,Even
4479,300810,Even
4480,984895,Odd
4481,848992,Even
4482,566827,Odd
4483,51458,Even
4484,778524,Even
4485,689141,Odd
4486,167987,Odd
4487,111885,Odd
4488,33706,Even
4489,525260,Even
4490,930973,Odd
4491,818299,Odd
4492,820457,Odd
4493,910831,Odd
4494,339826,Even
4495,992830,Even
4496,562520,Even
4497,897569,Odd
4498,480787,Odd
4499,562733,Odd
4500,742008,Even
4501,160136,Even
4502,620835,Odd
4503,787571,Odd
4504,483249,Odd
4505,609762,Even
4506,302001,Odd
4507,624088,Even
4508,427726,Even
4509,947163,Odd
4510,40328,Even
4511,282649,Odd
4512,563049,Odd
4513,466177,Odd
4514,430840,Even
4515,713497,Odd
4516,347797,Odd
4517,491133,Odd
4518,178036,Even
